forward_m,lateral_m,source_range_m,first_error_deg,second_error_deg,area_m2,diameter_m,mec_radius_m,acute_crossing_angle_deg,second_visible
250,100,976.7850000000001,1.005,-1.005,7831.804795747432,511.5238519998599,255.76192599993,7.511067787346011,True
250,100,976.7850000000001,1.005,0,11731.757861873208,611.4129266136734,305.70646330683684,7.511067787346011,True
250,100,976.7850000000001,1.005,1.005,13507.562445915188,525.165451972143,262.58272598607164,7.511067787346011,True
250,100,1051.53,-1.005,-1.005,4117.60656293088,328.08600260913545,164.04300130456778,7.402536628055359,True
250,100,1051.53,-1.005,0,5663.156353359156,408.71530604401227,204.35765302200613,7.402536628055359,True
250,100,1051.53,-1.005,1.005,8170.3907160117,526.7673426818089,263.38367134090447,7.402536628055359,True
250,100,1051.53,0.0,-1.005,6262.57721563019,438.1438981517499,219.071949075875,7.111555152594216,True
250,100,1051.53,0.0,0,9186.394754261008,571.4510964031757,285.7255482015879,7.111555152594216,True
250,100,1051.53,0.0,1.005,12955.981342239218,579.6554499197463,289.82772495987325,7.111555152594216,True
250,100,1051.53,1.005,-1.005,10409.829332569454,623.4106185590908,311.7053092795454,6.816075163391671,True
250,100,1051.53,1.005,0,13445.990600103973,554.1054915095182,277.0527457547591,6.816075163391671,True
250,100,1051.53,1.005,1.005,11480.541605136981,450.85878637822753,225.42939318911377,6.816075163391671,True
250,100,1126.275,-1.005,-1.005,4993.860259263811,374.7334768752968,187.36673843764845,6.778531632397141,True
250,100,1126.275,-1.005,0,7064.249627797745,476.23220568945044,238.11610284472528,6.778531632397141,True
250,100,1126.275,-1.005,1.005,10581.438837916812,630.5552618636543,315.2776309318272,6.778531632397141,True
250,100,1126.275,0.0,-1.005,7818.711953549798,510.9305858958843,255.46529294794226,6.510396795115275,True
250,100,1126.275,0.0,0,11715.351457216704,611.7409141149396,305.87045705746993,6.510396795115275,True
250,100,1126.275,0.0,1.005,13510.258413421863,525.5858062073737,262.79290310368697,6.510396795115275,True
250,100,1126.275,1.005,-1.005,12618.43478031012,590.4670571311209,295.23352856556056,6.23833795753523,True
250,100,1126.275,1.005,0,13122.391124915099,498.20508464667614,249.10254232333813,6.23833795753523,True
250,100,1126.275,1.005,1.005,7628.614905641993,375.46337778706214,187.76057241416606,6.23833795753523,True
250,100,1201.02,-1.005,-1.005,5954.067619962599,423.1074237120277,211.55371185601385,6.251164648363652,True
250,100,1201.02,-1.005,0,8660.5360931432,548.5132453049885,274.25662265249423,6.251164648363652,True
250,100,1201.02,-1.005,1.005,12581.9483156141,591.5011623731425,295.7505811865713,6.251164648363652,True
250,100,1201.02,0.0,-1.005,9592.539601018088,588.9085362217206,294.45426811086037,6.002608182106367,True
250,100,1201.02,0.0,0,13172.16810071074,570.8795708129546,285.4397854064773,6.002608182106367,True
250,100,1201.02,0.0,1.005,12389.270824266174,472.78617556843346,236.39308778421685,6.002608182106367,True
250,100,1201.02,1.005,-1.005,13496.752404066003,548.6377848062631,274.3188924031316,5.750583515098609,True
250,100,1201.02,1.005,0,11130.030399502393,443.6359597371283,221.81797986856415,5.750583515098609,True
250,100,1201.02,1.005,1.005,4499.962958794262,300.1938546846846,150.1200205543818,5.750583515098609,True
250,100,1275.7649999999999,-1.005,-1.005,6996.25477010801,473.05302484980757,236.52651242490387,5.799671889104936,True
250,100,1275.7649999999999,-1.005,0,10461.536527642918,625.5668608722564,312.78343043612824,5.799671889104936,True
250,100,1275.7649999999999,-1.005,1.005,13456.91925839101,553.0811755559215,276.5405877779608,5.799671889104936,True
